Candidate Ref,DOJ Extended,D-DOJ Extended ,Duration to accept offer,Notice period,Offered band,E0,E1,E2,E3,E4,E5,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,D-Joining Bonus,Candidate relocate actual,Gender,Candidate Source,D-Agency,D-Employee Referral,Rex in Yrs,LOB,D-Sales,D-Healthcare,D-Infra,D-AXON,Location,D-Bangalore,D-Chennai,D-Mumbai,D-Delhi NCR,D-Hyderabad,Age,Status,D-Joining
2469225,No,0,,30,E2,0,0,1,0,0,0,71.43,57.14,-8.33,No,0,No,Male,Direct,0,0,6,INFRA,0,0,1,0,Noida,0,0,0,1,0,37,Not Joined,0
2469237,No,0,4,30,E1,0,1,0,0,0,0,57.14,92.46,22.47,No,0,No,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2469238,Yes,1,0,60,E1,0,1,0,0,0,0,47.37,26.32,-14.29,No,0,No,Male,Agency,1,0,3,ETS,0,0,0,0,Noida,0,0,0,1,0,27,Joined,1
2469265,No,0,1,30,E1,0,1,0,0,0,0,66.67,60,-4,No,0,No,Male,Agency,1,0,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2469283,No,0,,60,E1,0,1,0,0,0,0,22.22,0,-18.18,No,0,No,Male,Direct,0,0,3,ERS,0,0,0,0,Noida,0,0,0,1,0,27,Not Joined,0
2469315,Yes,1,16,30,E1,0,1,0,0,0,0,66.67,60,-4,No,0,No,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,28,Joined,1
2469319,No,0,71,45,E2,0,0,1,0,0,0,93.55,35.48,-30,No,0,No,Male,Employee Referral,0,1,8,ERS,0,0,0,0,Chennai,0,1,0,0,0,32,Not Joined,0
2469363,No,0,,60,E1,0,1,0,0,0,0,60,40,-12.5,No,0,No,Female,Agency,1,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,28,Not Joined,0
2469365,Yes,1,43,30,E1,0,1,0,0,0,0,36.05,42.86,5,No,0,No,Male,Employee Referral,0,1,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,23,Joined,1
2469369,Yes,1,18,60,E1,0,1,0,0,0,0,66.67,75,5,No,0,No,Male,Agency,1,0,4,ERS,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2469426,Yes,1,33,60,E3,0,0,0,1,0,0,38.89,61.11,16,No,0,No,Male,Direct,0,0,6,INFRA,0,0,1,0,Noida,0,0,0,1,0,32,Joined,1
2469500,Yes,1,12,60,E3,0,0,0,1,0,0,22.52,22.52,0,No,0,No,Male,Agency,1,0,24,AXON,0,0,0,1,Hyderabad,0,0,0,0,1,38,Joined,1
2469543,No,0,5,30,E2,0,0,1,0,0,0,38.89,13.06,-18.6,No,0,No,Male,Direct,0,0,12,ERS,0,0,0,0,Bangalore,1,0,0,0,0,36,Joined,1
2469609,No,0,3,90,E2,0,0,1,0,0,0,22.64,22.64,0,No,0,No,Female,Employee Referral,0,1,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,26,Joined,1
2469635,No,0,1,30,E1,0,1,0,0,0,0,37.5,37.5,0,No,0,No,Male,Direct,0,0,1,INFRA,0,0,1,0,Chennai,0,1,0,0,0,28,Joined,1
2469647,Yes,1,7,60,E3,0,0,0,1,0,0,0,0,0,No,0,No,Male,Employee Referral,0,1,12,ETS,0,0,0,0,Noida,0,0,0,1,0,39,Not Joined,0
2469735,No,0,0,30,E2,0,0,1,0,0,0,33.33,33.33,0,No,0,No,Male,Direct,0,0,2,INFRA,0,0,1,0,Chennai,0,1,0,0,0,25,Joined,1
2470005,No,0,8,30,E1,0,1,0,0,0,0,33.33,33.33,0,No,0,No,Female,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,23,Joined,1
2470041,No,0,0,30,E1,0,1,0,0,0,0,25,20,-4,No,0,No,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,26,Joined,1
2470389,No,0,,30,E1,0,1,0,0,0,0,31.88,,,No,0,No,Female,Direct,0,0,4,MMS,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2470430,No,0,0,60,E1,0,1,0,0,0,0,74.29,74.29,0,No,0,No,Male,Direct,0,0,3,MMS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2470748,No,0,59,60,E2,0,0,1,0,0,0,50,83.33,22.22,No,0,No,Male,Employee Referral,0,1,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,36,Joined,1
2473535,Yes,1,10,30,E1,0,1,0,0,0,0,42.86,42.86,0,No,0,No,Male,Employee Referral,0,1,1,INFRA,0,0,1,0,Chennai,0,1,0,0,0,25,Joined,1
2473858,No,0,57,60,E2,0,0,1,0,0,0,52.94,29.41,-15.38,No,0,No,Female,Employee Referral,0,1,8,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,32,Joined,1
2473869,Yes,1,31,30,E1,0,1,0,0,0,0,46.67,46.67,0,No,0,No,Male,Direct,0,0,1,ERS,0,0,0,0,Bangalore,1,0,0,0,0,24,Joined,1
2473893,No,0,12,30,E2,0,0,1,0,0,0,49.25,40.3,-6,No,0,No,Male,Direct,0,0,6,CSMP,0,0,0,0,Kolkata,0,0,0,0,0,29,Joined,1
2473896,No,0,13,30,E1,0,1,0,0,0,0,42.86,42.86,0,No,0,No,Male,Direct,0,0,1,ERS,0,0,0,0,Bangalore,1,0,0,0,0,24,Joined,1
2473917,Yes,1,2,30,E1,0,1,0,0,0,0,97.74,83.62,-7.14,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2474000,Yes,1,65,60,E2,0,0,1,0,0,0,44.33,36.08,-5.71,No,0,Yes,Female,Direct,0,0,7,AXON,0,0,0,1,Noida,0,0,0,1,0,30,Joined,1
2474039,Yes,1,,90,E2,0,0,1,0,0,0,45.02,32.93,-8.33,No,0,No,Male,Direct,0,0,8,CORP,0,0,0,0,Chennai,0,1,0,0,0,35,Joined,1
2474088,No,0,9,60,E1,0,1,0,0,0,0,42.86,28.57,-10,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,28,Not Joined,0
2474103,No,0,1,90,E3,0,0,0,1,0,0,36.01,29.61,-4.71,No,0,No,Male,Agency,1,0,13,INFRA,0,0,1,0,Noida,0,0,0,1,0,40,Joined,1
2474124,Yes,1,103,90,E1,0,1,0,0,0,0,33.33,13.83,-14.63,No,0,Yes,Male,Employee Referral,0,1,7,ERS,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2474130,No,0,,30,E1,0,1,0,0,0,0,56.86,,,No,0,No,Male,Agency,1,0,4,MMS,0,0,0,0,Gurgaon,0,0,0,1,0,30,Not Joined,0
2474149,No,0,0,30,E2,0,0,1,0,0,0,63.64,63.64,0,No,0,No,Male,Agency,1,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,24,Joined,1
2474153,No,0,2,30,E1,0,1,0,0,0,0,30.61,23.57,-5.39,No,0,No,Male,Direct,0,0,3,ETS,0,0,0,0,Chennai,0,1,0,0,0,25,Not Joined,0
2474171,No,0,11,30,E1,0,1,0,0,0,0,19.66,11.11,-7.14,No,0,No,Female,Direct,0,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,25,Joined,1
2474227,No,0,1,30,E1,0,1,0,0,0,0,23.87,23.87,0,No,0,No,Female,Direct,0,0,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,27,Joined,1
2474235,No,0,0,30,E1,0,1,0,0,0,0,71.43,71.43,0,No,0,No,Male,Agency,1,0,2,MMS,0,0,0,0,Noida,0,0,0,1,0,26,Joined,1
2474271,No,0,28,30,E1,0,1,0,0,0,0,23.57,23.57,0,No,0,No,Male,Employee Referral,0,1,4,ETS,0,0,0,0,Hyderabad,0,0,0,0,1,30,Joined,1
2474272,No,0,1,30,E2,0,0,1,0,0,0,33.33,63.33,22.5,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,29,Joined,1
2474336,No,0,45,90,E2,0,0,1,0,0,0,41.3,41.3,0,No,0,No,Male,Direct,0,0,7,AXON,0,0,0,1,Bangalore,1,0,0,0,0,34,Joined,1
2474380,No,0,9,30,E2,0,0,1,0,0,0,40.35,40.35,0,No,0,No,Male,Agency,1,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,27,Not Joined,0
2474394,Yes,1,32,30,E2,0,0,1,0,0,0,81.82,65.45,-9,No,0,No,Male,Direct,0,0,8,CSMP,0,0,0,0,Noida,0,0,0,1,0,39,Joined,1
2474402,Yes,1,18,60,E1,0,1,0,0,0,0,80.72,80.72,0,No,0,No,Male,Direct,0,0,3,CSMP,0,0,0,0,Hyderabad,0,0,0,0,1,26,Not Joined,0
2474404,No,0,3,30,E1,0,1,0,0,0,0,23.64,23.64,0,No,0,No,Female,Direct,0,0,2,ERS,0,0,0,0,Chennai,0,1,0,0,0,24,Joined,1
2474454,Yes,1,13,60,E3,0,0,0,1,0,0,4.51,4.51,0,No,0,No,Male,Direct,0,0,5,INFRA,0,0,1,0,Kolkata,0,0,0,0,0,32,Joined,1
2474467,Yes,1,,30,E0,1,0,0,0,0,0,,,0,No,0,No,Male,Direct,0,0,0,SALES,1,0,0,0,Noida,0,0,0,1,0,29,Joined,1
2474474,Yes,1,34,30,E2,0,0,1,0,0,0,42.86,42.86,0,No,0,No,Male,Employee Referral,0,1,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,29,Joined,1
2474488,No,0,1,30,E1,0,1,0,0,0,0,29.27,29.27,0,No,0,No,Male,Agency,1,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,27,Joined,1
2474507,No,0,0,30,E3,0,0,0,1,0,0,4.17,4.17,0,No,0,No,Male,Direct,0,0,9,INFRA,0,0,1,0,Kolkata,0,0,0,0,0,37,Joined,1
2474512,No,0,2,30,E1,0,1,0,0,0,0,38.89,38.89,0,No,0,No,Male,Direct,0,0,2,BFSI,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2474542,Yes,1,3,30,E3,0,0,0,1,0,0,33.33,19.05,-10.71,No,0,No,Male,Direct,0,0,11,INFRA,0,0,1,0,Noida,0,0,0,1,0,35,Joined,1
2474571,Yes,1,18,30,E2,0,0,1,0,0,0,52.94,14.71,-25,No,0,No,Male,Direct,0,0,9,ERS,0,0,0,0,Chennai,0,1,0,0,0,39,Joined,1
2474574,Yes,1,130,90,E1,0,1,0,0,0,0,42.86,28.57,-10,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,26,Not Joined,0
2474581,No,0,,30,E1,0,1,0,0,0,0,34.3,34.3,0,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2474588,Yes,1,5,30,E1,0,1,0,0,0,0,39.9,39.9,0,No,0,No,Male,Employee Referral,0,1,3,INFRA,0,0,1,0,Kolkata,0,0,0,0,0,25,Joined,1
2474597,Yes,1,64,30,E2,0,0,1,0,0,0,33.33,20,-10,No,0,No,Male,Direct,0,0,5,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,30,Joined,1
2474598,No,0,17,90,E2,0,0,1,0,0,0,12.5,12.5,0,No,0,No,Female,Direct,0,0,6,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,33,Joined,1
2474599,No,0,11,30,E1,0,1,0,0,0,0,14.29,14.29,0,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Joined,1
2474600,No,0,,90,E1,0,1,0,0,0,0,60,43,-10.63,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2474601,No,0,8,60,E1,0,1,0,0,0,0,30,12.42,-13.52,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2474603,No,0,,30,E2,0,0,1,0,0,0,,42.86,,No,0,No,Female,Direct,0,0,4,INFRA,0,0,1,0,Chennai,0,1,0,0,0,27,Not Joined,0
2474648,No,0,20,30,E1,0,1,0,0,0,0,75,50,-14.29,No,0,No,Male,Direct,0,0,2,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2474674,Yes,1,,30,E1,0,1,0,0,0,0,0,-23.08,-23.08,No,0,No,Male,Direct,0,0,6,CORP,0,0,0,0,Noida,0,0,0,1,0,35,Joined,1
2474679,No,0,67,90,E3,0,0,0,1,0,0,,,,No,0,No,Male,Direct,0,0,6,INFRA,0,0,1,0,Chennai,0,1,0,0,0,36,Joined,1
2474699,No,0,0,60,E2,0,0,1,0,0,0,29.45,29.45,0,No,0,No,Male,Agency,1,0,6,INFRA,0,0,1,0,Noida,0,0,0,1,0,34,Joined,1
2474707,Yes,1,53,30,E1,0,1,0,0,0,0,22.45,12.24,-8.33,No,0,No,Male,Direct,0,0,5,ERS,0,0,0,0,Bangalore,1,0,0,0,0,31,Joined,1
2474723,No,0,0,30,E1,0,1,0,0,0,0,16.11,16.11,0,No,0,No,Male,Direct,0,0,7,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,40,Joined,1
2474724,No,0,54,30,E1,0,1,0,0,0,0,44.93,47.83,2,No,0,No,Female,Employee Referral,0,1,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2474725,No,0,,30,E2,0,0,1,0,0,0,108.33,25,-40,No,0,No,Male,Direct,0,0,6,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2474726,No,0,101,60,E1,0,1,0,0,0,0,13.27,16.02,2.43,No,0,No,Male,Direct,0,0,5,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2474727,Yes,1,38,30,E1,0,1,0,0,0,0,56.25,50,-4,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,24,Joined,1
2474730,Yes,1,41,30,E1,0,1,0,0,0,0,200,150,-16.67,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,32,Joined,1
2474770,Yes,1,15,90,E3,0,0,0,1,0,0,23.08,23.08,0,No,0,No,Male,Direct,0,0,9,INFRA,0,0,1,0,Noida,0,0,0,1,0,34,Joined,1
2474856,No,0,3,60,E2,0,0,1,0,0,0,76.92,100,13.04,No,0,No,Male,Employee Referral,0,1,9,INFRA,0,0,1,0,Kolkata,0,0,0,0,0,42,Joined,1
2474859,Yes,1,69,60,E2,0,0,1,0,0,0,38.89,25,-10,No,0,No,Male,Agency,1,0,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,31,Joined,1
2474884,Yes,1,2,60,E1,0,1,0,0,0,0,40.94,34.53,-4.55,No,0,No,Male,Direct,0,0,4,ERS,0,0,0,0,Noida,0,0,0,1,0,28,Joined,1
2474895,Yes,1,1,60,E3,0,0,0,1,0,0,42.86,42.86,0,No,0,No,Male,Employee Referral,0,1,9,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,33,Joined,1
2474921,No,0,65,60,E3,0,0,0,1,0,0,33.33,28.57,-3.57,No,0,Yes,Male,Direct,0,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,37,Joined,1
2474999,No,0,0,30,E2,0,0,1,0,0,0,42.86,42.86,0,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2475006,No,0,20,60,E1,0,1,0,0,0,0,85.71,47.14,-20.77,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,27,Not Joined,0
2475007,No,0,11,90,E1,0,1,0,0,0,0,45.45,23.64,-15,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Chennai,0,1,0,0,0,33,Joined,1
2475009,Yes,1,86,60,E2,0,0,1,0,0,0,50,56.25,4.17,No,0,Yes,Male,Direct,0,0,3,INFRA,0,0,1,0,Noida,0,0,0,1,0,26,Joined,1
2475063,Yes,1,20,45,E1,0,1,0,0,0,0,42.86,42.86,0,No,0,No,Male,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2475158,Yes,1,14,60,E2,0,0,1,0,0,0,25,20.37,-3.7,No,0,No,Male,Direct,0,0,7,AXON,0,0,0,1,Noida,0,0,0,1,0,31,Joined,1
2475173,Yes,1,45,60,E1,0,1,0,0,0,0,80.56,83.33,1.54,No,0,No,Male,Employee Referral,0,1,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2475843,No,0,,60,E2,0,0,1,0,0,0,88.4,75.21,-7,No,0,No,Female,Employee Referral,0,1,5,ETS,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2477760,No,0,5,30,E1,0,1,0,0,0,0,130.77,130.77,0,No,0,No,Male,Employee Referral,0,1,1,ERS,0,0,0,0,Chennai,0,1,0,0,0,24,Joined,1
2478101,No,0,59,45,E3,0,0,0,1,0,0,15.56,0,-13.46,Yes,1,No,Female,Agency,1,0,13,ETS,0,0,0,0,Bangalore,1,0,0,0,0,38,Not Joined,0
2478208,No,0,1,30,E2,0,0,1,0,0,0,35.62,35.62,0,No,0,No,Male,Employee Referral,0,1,7,ERS,0,0,0,0,Chennai,0,1,0,0,0,35,Joined,1
2478272,No,0,,60,E2,0,0,1,0,0,0,35,-9,-32.59,No,0,No,Male,Direct,0,0,7,ERS,0,0,0,0,Chennai,0,1,0,0,0,31,Not Joined,0
2478300,No,0,6,30,E1,0,1,0,0,0,0,6.67,6.67,0,No,0,No,Male,Employee Referral,0,1,6,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,29,Not Joined,0
2478377,No,0,1,30,E1,0,1,0,0,0,0,55.56,37.78,-11.43,No,0,No,Male,Direct,0,0,4,ETS,0,0,0,0,Noida,0,0,0,1,0,28,Joined,1
2478385,Yes,1,,90,E3,0,0,0,1,0,0,50,33.33,-11.11,No,0,No,Male,Direct,0,0,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,31,Not Joined,0
2478392,No,0,25,30,E1,0,1,0,0,0,0,39.13,,,No,0,No,Male,Direct,0,0,4,ETS,0,0,0,0,Hyderabad,0,0,0,0,1,27,Not Joined,0
2478424,No,0,24,30,E2,0,0,1,0,0,0,53.85,53.85,0,No,0,No,Male,Direct,0,0,5,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2478449,Yes,1,,45,E4,0,0,0,0,1,0,-0.02,-0.02,0,No,0,No,Male,Direct,0,0,7,SALES,1,0,0,0,Kolkata,0,0,0,0,0,34,Joined,1
2478494,No,0,,60,E2,0,0,1,0,0,0,19.28,19.28,0,No,0,No,Male,Direct,0,0,5,SALES,1,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2478512,No,0,25,45,E2,0,0,1,0,0,0,93.55,35.48,-30,No,0,No,Male,Agency,1,0,9,INFRA,0,0,1,0,Chennai,0,1,0,0,0,39,Joined,1
2478513,No,0,20,30,E1,0,1,0,0,0,0,15.38,-0.96,-14.17,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2478561,No,0,,60,E1,0,1,0,0,0,0,30.43,,,No,0,No,Male,Direct,0,0,4,ETS,0,0,0,0,Gurgaon,0,0,0,1,0,31,Not Joined,0
2478584,No,0,,30,E1,0,1,0,0,0,0,44,12,-22.22,No,0,No,Male,Direct,0,0,5,CORP,0,0,0,0,Noida,0,0,0,1,0,32,Joined,1
2478589,Yes,1,64,60,E3,0,0,0,1,0,0,33.93,108.93,56,No,0,No,Male,Agency,1,0,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,30,Joined,1
2478612,Yes,1,62,60,E1,0,1,0,0,0,0,37.25,37.25,0,No,0,No,Male,Agency,1,0,5,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,33,Not Joined,0
2478640,No,0,6,60,E1,0,1,0,0,0,0,22.22,61.33,32,No,0,No,Male,Agency,1,0,5,ERS,0,0,0,0,Noida,0,0,0,1,0,31,Not Joined,0
2478652,No,0,6,30,E1,0,1,0,0,0,0,100,100,0,No,0,No,Female,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,26,Joined,1
2478677,No,0,2,30,E1,0,1,0,0,0,0,22.22,-15.56,-30.91,No,0,No,Male,Agency,1,0,3,ERS,0,0,0,0,Noida,0,0,0,1,0,27,Joined,1
2478697,No,0,1,60,E2,0,0,1,0,0,0,51.16,34.88,-10.77,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,26,Joined,1
2478698,Yes,1,1,30,E2,0,0,1,0,0,0,51.16,51.16,0,No,0,No,Male,Direct,0,0,4,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2478699,No,0,5,60,E1,0,1,0,0,0,0,21.28,14.42,-5.66,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Chennai,0,1,0,0,0,27,Joined,1
2478704,Yes,1,17,30,E1,0,1,0,0,0,0,-5,35.71,42.86,No,0,No,Male,Agency,1,0,3,ERS,0,0,0,0,Noida,0,0,0,1,0,28,Joined,1
2478759,No,0,20,30,E1,0,1,0,0,0,0,52.78,25,-18.18,No,0,No,Female,Agency,1,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
2478806,Yes,1,31,30,E1,0,1,0,0,0,0,89.39,89.39,0,No,0,No,Male,Agency,1,0,3,ERS,0,0,0,0,Chennai,0,1,0,0,0,25,Joined,1
2478809,No,0,,30,E1,0,1,0,0,0,0,69.64,30.95,-22.81,No,0,No,Male,Direct,0,0,5,BFSI,0,0,0,0,Chennai,0,1,0,0,0,29,Not Joined,0
2478838,No,0,5,30,E1,0,1,0,0,0,0,33.33,16.67,-12.5,No,0,No,Male,Agency,1,0,5,ERS,0,0,0,0,Noida,0,0,0,1,0,29,Joined,1
2478843,Yes,1,71,30,E1,0,1,0,0,0,0,41.67,33.33,-5.88,No,0,No,Male,Agency,1,0,4,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Not Joined,0
2478869,No,0,3,30,E1,0,1,0,0,0,0,40,20,-14.29,No,0,No,Male,Employee Referral,0,1,6,ERS,0,0,0,0,Bangalore,1,0,0,0,0,30,Joined,1
2478878,No,0,0,30,E1,0,1,0,0,0,0,53.33,80,17.39,No,0,No,Male,Direct,0,0,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2478926,No,0,10,30,E1,0,1,0,0,0,0,45.45,27.27,-12.5,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,29,Joined,1
2478932,Yes,1,0,30,E3,0,0,0,1,0,0,,22.21,,No,0,No,Male,Direct,0,0,8,INFRA,0,0,1,0,Noida,0,0,0,1,0,34,Not Joined,0
2478939,No,0,3,30,E1,0,1,0,0,0,0,50,37.5,-8.33,No,0,No,Female,Employee Referral,0,1,2,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2478957,No,0,2,60,E2,0,0,1,0,0,0,42.86,28.57,-10,No,0,No,Female,Direct,0,0,6,CSMP,0,0,0,0,Chennai,0,1,0,0,0,31,Not Joined,0
2478965,No,0,21,30,E1,0,1,0,0,0,0,42.86,30.95,-8.33,No,0,No,Female,Direct,0,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2478971,Yes,1,21,60,E2,0,0,1,0,0,0,42.86,42.86,0,No,0,No,Male,Direct,0,0,5,INFRA,0,0,1,0,Noida,0,0,0,1,0,27,Joined,1
2478989,No,0,,75,E1,0,1,0,0,0,0,30,22.22,-5.98,No,0,No,Male,Agency,1,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,27,Not Joined,0
2479011,No,0,92,60,E1,0,1,0,0,0,0,47.73,47.73,0,No,0,No,Male,Direct,0,0,3,BFSI,0,0,0,0,Chennai,0,1,0,0,0,31,Not Joined,0
2479013,No,0,15,30,E1,0,1,0,0,0,0,65.63,65.63,0,No,0,No,Male,Agency,1,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,25,Not Joined,0
2479047,Yes,1,34,30,E1,0,1,0,0,0,0,32.08,18.87,-10,No,0,No,Male,Direct,0,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2479053,Yes,1,53,60,E1,0,1,0,0,0,0,47.78,25.62,-15,No,0,No,Male,Agency,1,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,26,Not Joined,0
2479061,No,0,29,30,E1,0,1,0,0,0,0,31.58,31.58,0,No,0,No,Male,Agency,1,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,26,Joined,1
2479063,No,0,16,45,E1,0,1,0,0,0,0,47.06,30.88,-11,No,0,No,Male,Employee Referral,0,1,5,ERS,0,0,0,0,Bangalore,1,0,0,0,0,24,Joined,1
2479077,No,0,,30,E1,0,1,0,0,0,0,38.33,19.17,-13.86,No,0,No,Male,Agency,1,0,4,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,26,Not Joined,0
2479080,Yes,1,77,60,E1,0,1,0,0,0,0,91.33,54.34,-19.33,No,0,No,Male,Agency,1,0,3,BFSI,0,0,0,0,Bangalore,1,0,0,0,0,27,Joined,1
2479097,No,0,57,60,E2,0,0,1,0,0,0,0,0,0,No,0,No,Male,Agency,1,0,8,BFSI,0,0,0,0,Pune,0,0,0,0,0,34,Joined,1
2479128,No,0,,90,E2,0,0,1,0,0,0,16.39,16.39,0,No,0,No,Male,Agency,1,0,7,INFRA,0,0,1,0,Bangalore,1,0,0,0,0,27,Not Joined,0
2479156,No,0,1,30,E2,0,0,1,0,0,0,38.82,38.82,0,No,0,No,Male,Direct,0,0,8,INFRA,0,0,1,0,Noida,0,0,0,1,0,31,Joined,1
2479159,Yes,1,91,90,E3,0,0,0,1,0,0,60,37.14,-14.29,No,0,No,Female,Direct,0,0,5,INFRA,0,0,1,0,Noida,0,0,0,1,0,32,Joined,1
2479162,Yes,1,89,90,E1,0,1,0,0,0,0,71.67,50.21,-12.5,No,0,No,Male,Direct,0,0,3,EAS,0,0,0,0,Hyderabad,0,0,0,0,1,27,Not Joined,0
2479241,Yes,1,69,60,E2,0,0,1,0,0,0,57.89,39.47,-11.67,No,0,No,Male,Direct,0,0,3,INFRA,0,0,1,0,Chennai,0,1,0,0,0,27,Joined,1
2479297,No,0,,30,E2,0,0,1,0,0,0,26.44,20.69,-4.55,No,0,No,Male,Direct,0,0,7,ETS,0,0,0,0,Bangalore,1,0,0,0,0,30,Not Joined,0
2479362,Yes,1,21,30,E1,0,1,0,0,0,0,25,32.27,5.82,No,0,No,Male,Employee Referral,0,1,1,INFRA,0,0,1,0,Noida,0,0,0,1,0,25,Joined,1
2479440,Yes,1,0,30,E2,0,0,1,0,0,0,31.58,31.58,0,No,0,Yes,Male,Employee Referral,0,1,6,ERS,0,0,0,0,Bangalore,1,0,0,0,0,28,Joined,1
2479915,No,0,0,60,E2,0,0,1,0,0,0,37.93,28.81,-6.61,No,0,No,Male,Employee Referral,0,1,7,INFRA,0,0,1,0,Noida,0,0,0,1,0,32,Joined,1
2480834,Yes,1,12,60,E2,0,0,1,0,0,0,40,40,0,No,0,Yes,Male,Agency,1,0,5,INFRA,0,0,1,0,Chennai,0,1,0,0,0,29,Joined,1
2480931,No,0,2,30,E1,0,1,0,0,0,0,52.78,52.78,0,No,0,No,Male,Agency,1,0,5,ERS,0,0,0,0,Chennai,0,1,0,0,0,28,Joined,1
